StudentID,Course,Mode_of_Study,Age,Gender,Admission_Date,Attendance_%,Assignment_Score,Midterm_Score,Final_Score,Hours_Studied_Weekly,Forum_Participation,Fee_Paid_%,Scholarship,Counseling_Sessions,Overall_Score,Pass_Fail,Dropout_Risk,Status
3498,HR Management,Online,25,Male,2028-07-07,81,87,51,56,21,8,51,Yes,0,60.7,Pass,Medium,Active
3499,Finance,Hybrid,32,Male,2028-07-08,44,92,31,35,19,24,66,No,0,45.2,Fail,High,At-Risk
3500,Finance,Offline,21,Female,2028-07-09,50,81,27,56,16,45,59,No,2,52.3,Pass,High,At-Risk
3501,Finance,Offline,20,Female,2028-07-10,40,53,71,95,19,14,56,No,2,79.4,Pass,High,At-Risk
3502,Web Dev,Hybrid,30,Male,2028-07-11,73,38,26,43,24,12,91,Yes,0,36.9,Fail,Medium,Active
3503,Finance,Online,25,Male,2028-07-12,95,66,49,45,13,41,100,No,3,50.4,Pass,Low,Active
3504,Digital Marketing,Hybrid,33,Male,2028-07-13,40,82,84,39,24,45,58,No,3,61.1,Pass,High,At-Risk
3505,Data Science,Hybrid,30,Female,2028-07-14,58,53,48,28,22,25,66,No,2,39.0,Fail,High,At-Risk
3506,Finance,Offline,20,Female,2028-07-15,41,50,39,48,9,20,58,Yes,0,45.7,Fail,High,At-Risk
3507,Data Science,Hybrid,33,Male,2028-07-16,60,69,38,50,3,22,58,No,0,50.2,Pass,Medium,Active
3508,Web Dev,Hybrid,26,Female,2028-07-17,59,91,78,38,3,43,86,No,1,60.599999999999994,Pass,Medium,Active
3509,Data Science,Offline,31,Male,2028-07-18,62,99,30,39,6,27,73,No,0,48.3,Fail,High,At-Risk
3510,Web Dev,Offline,30,Female,2028-07-19,60,98,42,46,2,37,88,No,3,55.2,Pass,Low,Active
3511,Digital Marketing,Offline,24,Male,2028-07-20,63,43,44,63,23,11,60,No,1,53.3,Pass,Low,Active
3512,Web Dev,Offline,32,Male,2028-07-21,43,71,86,54,5,23,57,No,3,67.0,Pass,High,At-Risk
3513,Web Dev,Hybrid,24,Female,2028-07-22,51,79,64,90,7,12,74,No,4,80.0,Pass,High,At-Risk
3514,HR Management,Hybrid,23,Female,2028-07-23,61,90,63,41,24,39,95,Yes,2,57.4,Pass,Low,Active
3515,Finance,Online,19,Female,2028-07-24,59,33,76,93,14,47,51,No,4,75.9,Pass,High,At-Risk
3516,Finance,Online,26,Female,2028-07-25,57,46,56,34,20,1,59,Yes,2,43.0,Fail,High,At-Risk
3517,Digital Marketing,Hybrid,34,Female,2028-07-26,40,86,97,32,12,38,73,Yes,3,62.3,Pass,High,At-Risk
3518,Digital Marketing,Online,22,Female,2028-07-27,69,77,51,23,14,11,97,No,3,42.2,Fail,Medium,Active
3519,Finance,Hybrid,29,Male,2028-07-28,72,73,76,75,9,38,65,No,4,74.9,Pass,Low,Active
3520,HR Management,Online,18,Female,2028-07-29,63,74,87,42,8,13,68,No,2,61.9,Pass,Low,Active
3521,Finance,Offline,27,Male,2028-07-30,53,62,98,53,14,29,80,No,2,68.3,Pass,Medium,Active
3522,HR Management,Online,28,Male,2028-07-31,75,60,87,36,2,40,60,No,1,56.099999999999994,Pass,Low,Active
3523,Digital Marketing,Offline,33,Female,2028-08-01,44,76,41,47,7,49,55,Yes,0,51.0,Pass,High,At-Risk
3524,Data Science,Offline,31,Male,2028-08-02,50,35,73,33,8,42,55,Yes,1,45.4,Fail,High,At-Risk
3525,Digital Marketing,Offline,25,Male,2028-08-03,63,63,47,53,17,47,81,No,3,53.2,Pass,Low,Active
3526,Digital Marketing,Offline,34,Female,2028-08-04,99,82,96,94,16,18,88,Yes,4,92.2,Pass,Low,Active
3527,Web Dev,Online,29,Female,2028-08-05,70,43,37,76,21,30,97,No,2,57.7,Pass,Low,Active
3528,Web Dev,Hybrid,34,Female,2028-08-06,94,45,47,96,3,42,62,No,1,71.1,Pass,Low,Active
3529,Web Dev,Offline,31,Male,2028-08-07,52,72,81,74,24,49,52,No,4,75.7,Pass,High,At-Risk
3530,Web Dev,Online,33,Female,2028-08-08,55,41,86,85,17,42,90,No,4,76.5,Pass,Medium,Active
3531,HR Management,Offline,31,Female,2028-08-09,63,99,78,56,18,24,84,Yes,0,71.2,Pass,Low,Active
3532,Finance,Online,26,Female,2028-08-10,52,48,44,87,16,3,87,No,2,66.3,Pass,Medium,Active
3533,Data Science,Online,21,Female,2028-08-11,63,70,76,95,4,49,66,Yes,4,84.3,Pass,Low,Active
3534,Digital Marketing,Online,28,Male,2028-08-12,93,82,47,45,5,12,52,No,2,53.0,Pass,Low,Active
3535,HR Management,Hybrid,23,Female,2028-08-13,65,58,59,80,13,35,83,Yes,1,69.3,Pass,Low,Active
3536,Data Science,Online,32,Male,2028-08-14,41,99,91,86,6,41,61,No,4,90.1,Pass,High,At-Risk
3537,HR Management,Online,22,Female,2028-08-15,55,88,58,93,18,36,73,No,4,81.5,Pass,High,At-Risk
3538,HR Management,Hybrid,28,Male,2028-08-16,77,93,57,71,7,2,55,No,1,71.2,Pass,Low,Active
3539,Digital Marketing,Hybrid,30,Male,2028-08-17,85,53,70,37,11,15,91,No,2,50.1,Pass,Low,Active
3540,Finance,Online,28,Male,2028-08-18,40,45,69,72,23,25,60,No,2,65.7,Pass,High,At-Risk
3541,Web Dev,Hybrid,31,Female,2028-08-19,88,81,43,82,19,39,97,No,4,70.1,Pass,Low,Active
3542,Finance,Offline,32,Male,2028-08-20,50,35,39,72,11,38,76,No,1,54.7,Pass,High,At-Risk
3543,Digital Marketing,Offline,26,Female,2028-08-21,90,66,90,46,7,18,97,No,3,63.2,Pass,Low,Active
3544,Digital Marketing,Hybrid,25,Female,2028-08-22,74,33,63,50,7,45,73,No,2,50.5,Pass,Low,Active
3545,Digital Marketing,Hybrid,18,Female,2028-08-23,82,67,42,20,21,14,67,No,3,36.0,Fail,High,At-Risk
3546,Data Science,Online,21,Female,2028-08-24,68,70,94,25,16,31,76,No,4,54.7,Pass,Low,Active
3547,Finance,Hybrid,31,Female,2028-08-25,76,43,83,30,5,48,90,Yes,3,48.5,Fail,Medium,Active
3548,Finance,Online,19,Male,2028-08-26,56,80,56,53,17,20,70,No,3,59.3,Pass,High,At-Risk
3549,HR Management,Offline,33,Female,2028-08-27,97,94,45,82,23,0,100,No,2,73.3,Pass,Low,Active
3550,HR Management,Hybrid,20,Male,2028-08-28,93,81,64,72,9,5,83,No,4,71.4,Pass,Low,Active
3551,HR Management,Online,25,Male,2028-08-29,78,59,51,37,8,26,82,No,3,45.6,Fail,Medium,Active
3552,Digital Marketing,Online,23,Male,2028-08-30,81,86,26,40,20,22,97,No,2,45.0,Fail,Medium,Active
3553,Finance,Offline,33,Male,2028-08-31,67,59,63,38,18,46,67,No,3,49.7,Fail,High,At-Risk
3554,Digital Marketing,Hybrid,33,Male,2028-09-01,68,71,80,23,22,30,52,No,2,49.7,Fail,High,At-Risk
3555,Data Science,Offline,24,Male,2028-09-02,82,40,37,96,14,11,73,No,4,67.1,Pass,Low,Active
3556,HR Management,Online,30,Male,2028-09-03,42,56,80,48,16,20,50,No,1,59.2,Pass,High,At-Risk
3557,Digital Marketing,Online,30,Female,2028-09-04,91,53,90,44,3,1,55,No,2,59.6,Pass,Low,Active
3558,Digital Marketing,Hybrid,22,Male,2028-09-05,49,68,80,75,11,4,68,No,2,75.1,Pass,High,At-Risk
3559,Data Science,Online,32,Female,2028-09-06,98,47,52,96,14,8,71,Yes,3,73.0,Pass,Low,Active
3560,Web Dev,Hybrid,19,Male,2028-09-07,81,74,88,82,19,19,100,No,4,82.2,Pass,Low,Active
3561,Finance,Offline,27,Male,2028-09-08,53,41,95,46,24,45,92,No,0,59.7,Pass,High,At-Risk
3562,Web Dev,Hybrid,30,Male,2028-09-09,51,78,88,79,12,17,57,No,0,81.5,Pass,High,At-Risk
3563,HR Management,Hybrid,32,Male,2028-09-10,86,60,80,68,14,21,54,No,1,70.0,Pass,Low,Active
3564,Digital Marketing,Online,29,Female,2028-09-11,81,51,65,84,20,7,58,No,4,71.7,Pass,Low,Active
3565,Data Science,Online,32,Female,2028-09-12,69,73,65,57,23,33,96,No,2,62.6,Pass,Low,Active
3566,Data Science,Hybrid,30,Female,2028-09-13,71,93,28,71,6,8,70,No,0,62.5,Pass,Medium,Active
3567,Finance,Online,32,Male,2028-09-14,71,54,81,20,4,6,77,No,1,45.1,Fail,High,At-Risk
3568,Web Dev,Online,28,Male,2028-09-15,81,80,54,59,20,29,95,No,4,61.7,Pass,Low,Active
3569,Finance,Online,20,Male,2028-09-16,71,36,70,40,24,17,53,No,1,48.2,Fail,High,At-Risk
3570,Digital Marketing,Hybrid,24,Female,2028-09-17,65,35,80,34,14,26,73,No,0,48.0,Fail,High,At-Risk
3571,Finance,Online,31,Male,2028-09-18,90,53,55,69,6,15,57,No,3,61.6,Pass,Low,Active
3572,Data Science,Hybrid,31,Female,2028-09-19,40,48,31,67,13,20,66,No,3,52.4,Pass,High,At-Risk
3573,Data Science,Online,30,Female,2028-09-20,95,38,78,51,15,4,83,No,4,56.5,Pass,Low,Active
3574,HR Management,Offline,29,Male,2028-09-21,97,65,32,68,7,28,69,Yes,1,56.6,Pass,Low,Active
3575,HR Management,Online,26,Male,2028-09-22,81,69,79,87,23,46,65,No,2,81.0,Pass,Low,Active
3576,Digital Marketing,Online,18,Female,2028-09-23,41,53,93,64,10,36,59,No,0,70.5,Pass,High,At-Risk
3577,Web Dev,Hybrid,28,Female,2028-09-24,56,77,68,51,18,42,83,No,3,61.3,Pass,Medium,Active
3578,Finance,Hybrid,29,Female,2028-09-25,69,92,37,23,9,21,92,Yes,3,41.0,Fail,Medium,Active
3579,Digital Marketing,Online,18,Male,2028-09-26,95,98,44,84,14,13,59,No,1,74.8,Pass,Low,Active
3580,HR Management,Offline,34,Male,2028-09-27,78,82,56,90,6,18,79,Yes,3,78.2,Pass,Low,Active
3581,Finance,Online,22,Male,2028-09-28,46,83,84,92,23,34,79,No,1,87.8,Pass,High,At-Risk
3582,HR Management,Online,20,Male,2028-09-29,91,71,74,84,23,23,100,No,0,78.4,Pass,Low,Active
3583,Finance,Offline,19,Male,2028-09-30,66,74,51,99,18,41,74,No,1,79.6,Pass,Low,Active
3584,Web Dev,Hybrid,20,Male,2028-10-01,48,43,49,37,4,5,95,No,3,41.8,Fail,High,At-Risk
3585,Digital Marketing,Online,25,Female,2028-10-02,61,58,76,73,7,2,92,No,1,70.9,Pass,Low,Active
3586,Finance,Hybrid,33,Female,2028-10-03,73,35,92,66,15,33,90,Yes,3,67.6,Pass,Low,Active
3587,Data Science,Hybrid,23,Female,2028-10-04,85,36,45,25,16,44,56,No,4,33.2,Fail,High,At-Risk
3588,Data Science,Offline,30,Male,2028-10-05,88,66,42,85,15,49,96,No,3,68.3,Pass,Low,Active
3589,Finance,Offline,33,Female,2028-10-06,40,82,63,28,12,1,69,No,3,49.3,Fail,High,At-Risk
3590,Finance,Hybrid,33,Male,2028-10-07,48,47,39,87,12,14,66,No,3,64.6,Pass,High,At-Risk
3591,Finance,Online,20,Male,2028-10-08,59,67,77,42,10,36,52,No,4,57.5,Pass,High,At-Risk
3592,Data Science,Hybrid,30,Female,2028-10-09,92,88,62,62,7,14,96,No,2,67.2,Pass,Low,Active
3593,Data Science,Online,31,Male,2028-10-10,58,30,72,70,16,31,95,No,3,62.599999999999994,Pass,Medium,Active
3594,Finance,Online,25,Female,2028-10-11,75,97,76,91,13,20,89,No,2,87.7,Pass,Low,Active
3595,HR Management,Offline,29,Female,2028-10-12,99,73,96,44,7,16,85,No,0,65.4,Pass,Low,Active
3596,HR Management,Online,25,Male,2028-10-13,79,76,52,99,2,33,75,Yes,1,80.3,Pass,Low,Active
3597,Web Dev,Online,26,Female,2028-10-14,84,64,40,54,17,31,59,No,2,51.8,Pass,Low,Active
3598,Digital Marketing,Hybrid,18,Female,2028-10-15,43,89,40,36,21,49,83,No,0,47.8,Fail,High,At-Risk
3599,HR Management,Offline,23,Female,2028-10-16,48,81,59,37,16,46,63,Yes,1,52.4,Pass,High,At-Risk
3600,Data Science,Online,28,Female,2028-10-17,80,37,41,46,3,22,57,Yes,3,42.7,Fail,High,At-Risk
3601,HR Management,Online,28,Male,2028-10-18,61,70,97,34,18,34,76,Yes,3,60.099999999999994,Pass,Low,Active
3602,Web Dev,Offline,30,Female,2028-10-19,57,32,76,88,4,36,59,No,3,73.2,Pass,High,At-Risk
3603,Web Dev,Hybrid,28,Female,2028-10-20,51,98,36,99,4,42,99,No,4,79.9,Pass,Medium,Active
3604,Digital Marketing,Offline,32,Female,2028-10-21,81,43,72,34,6,40,64,No,4,47.199999999999996,Fail,High,At-Risk
3605,HR Management,Offline,18,Male,2028-10-22,82,55,46,61,18,36,86,Yes,4,55.3,Pass,Low,Active
3606,Data Science,Online,24,Female,2028-10-23,78,99,73,53,24,32,71,No,4,68.2,Pass,Low,Active
3607,Data Science,Online,30,Male,2028-10-24,48,87,76,67,18,24,94,No,0,73.7,Pass,High,At-Risk
3608,Finance,Hybrid,29,Female,2028-10-25,45,69,25,27,21,45,99,Yes,0,34.8,Fail,High,At-Risk
3609,Data Science,Online,32,Female,2028-10-26,58,80,90,29,7,36,80,No,3,57.5,Pass,Medium,Active
3610,Digital Marketing,Online,25,Female,2028-10-27,87,34,88,24,2,39,51,No,1,45.2,Fail,High,At-Risk
3611,Digital Marketing,Offline,27,Male,2028-10-28,86,61,32,67,8,20,94,No,4,55.3,Pass,Low,Active
3612,Data Science,Online,24,Male,2028-10-29,46,30,49,45,16,45,80,No,1,43.2,Fail,High,At-Risk
3613,Data Science,Hybrid,33,Male,2028-10-30,55,83,90,42,8,47,63,Yes,0,64.6,Pass,High,At-Risk
3614,Finance,Offline,23,Male,2028-10-31,44,40,97,81,20,37,59,No,4,77.6,Pass,High,At-Risk
3615,Data Science,Hybrid,26,Male,2028-11-01,55,82,97,32,21,39,79,Yes,0,61.5,Pass,High,At-Risk
3616,Finance,Offline,30,Male,2028-11-02,40,37,94,28,23,33,85,Yes,0,49.6,Fail,High,At-Risk
3617,Finance,Online,25,Female,2028-11-03,90,54,75,39,12,18,96,No,2,52.8,Pass,Low,Active
3618,Data Science,Offline,33,Male,2028-11-04,76,69,77,76,24,26,89,No,0,74.9,Pass,Low,Active
3619,Web Dev,Offline,30,Female,2028-11-05,78,61,39,43,15,8,64,Yes,3,45.4,Fail,High,At-Risk
3620,Web Dev,Online,30,Male,2028-11-06,58,57,74,52,14,4,63,Yes,0,59.6,Pass,High,At-Risk
3621,Finance,Online,34,Male,2028-11-07,93,32,95,39,21,4,80,No,4,54.4,Pass,Low,Active
3622,Data Science,Hybrid,22,Male,2028-11-08,76,91,99,79,10,24,78,No,3,87.4,Pass,Low,Active
3623,Web Dev,Hybrid,34,Female,2028-11-09,56,56,62,67,10,25,76,No,0,63.3,Pass,High,At-Risk
3624,Data Science,Online,26,Male,2028-11-10,65,74,64,83,17,18,70,No,3,75.5,Pass,Low,Active
3625,Data Science,Online,19,Male,2028-11-11,61,54,90,49,13,29,58,Yes,0,62.3,Pass,Medium,Active
3626,Data Science,Online,26,Female,2028-11-12,47,90,63,92,11,35,69,No,3,82.9,Pass,High,At-Risk
3627,HR Management,Offline,23,Female,2028-11-13,72,73,98,36,7,47,84,Yes,1,62.0,Pass,Low,Active
3628,Data Science,Offline,28,Female,2028-11-14,41,75,41,33,19,47,64,No,2,43.8,Fail,High,At-Risk
3629,HR Management,Offline,23,Female,2028-11-15,69,43,31,38,3,15,73,Yes,3,36.9,Fail,High,At-Risk
3630,Finance,Online,23,Male,2028-11-16,86,37,63,90,21,6,98,No,4,71.3,Pass,Low,Active
3631,Web Dev,Hybrid,30,Female,2028-11-17,59,77,92,78,10,17,65,No,2,82.0,Pass,High,At-Risk
3632,Web Dev,Online,28,Male,2028-11-18,99,43,59,86,20,20,85,No,2,69.3,Pass,Low,Active
3633,Web Dev,Offline,31,Male,2028-11-19,57,94,75,63,7,30,60,Yes,0,72.8,Pass,High,At-Risk
3634,Web Dev,Offline,19,Female,2028-11-20,82,36,71,51,3,0,57,No,3,54.0,Pass,Low,Active
3635,Web Dev,Online,25,Male,2028-11-21,96,78,60,30,16,2,52,No,2,48.6,Fail,High,At-Risk
3636,Web Dev,Online,20,Female,2028-11-22,49,84,88,21,18,30,68,No,4,53.7,Pass,High,At-Risk
3637,Web Dev,Offline,20,Male,2028-11-23,63,42,37,87,17,24,95,No,4,63.0,Pass,Low,Active
3638,Finance,Offline,18,Female,2028-11-24,95,85,42,36,22,7,90,No,4,47.6,Fail,Medium,Active
3639,Data Science,Offline,34,Female,2028-11-25,43,85,45,59,9,0,52,No,0,60.0,Pass,High,At-Risk
3640,Digital Marketing,Online,30,Female,2028-11-26,76,44,89,65,11,6,85,No,1,68.0,Pass,Low,Active
3641,HR Management,Offline,20,Female,2028-11-27,43,86,32,23,11,6,74,No,3,38.3,Fail,High,At-Risk
3642,Digital Marketing,Offline,18,Female,2028-11-28,52,87,72,57,19,7,85,Yes,2,67.5,Pass,Medium,Active
3643,Digital Marketing,Hybrid,21,Female,2028-11-29,64,64,67,82,11,18,60,Yes,3,73.9,Pass,Low,Active
3644,Data Science,Online,30,Male,2028-11-30,52,45,77,48,10,16,100,No,2,56.099999999999994,Pass,Medium,Active
3645,Data Science,Hybrid,34,Male,2028-12-01,57,37,51,38,20,10,65,No,0,41.7,Fail,High,At-Risk
3646,Data Science,Hybrid,28,Male,2028-12-02,98,74,43,48,2,46,66,No,3,51.7,Pass,Low,Active
3647,Web Dev,Offline,19,Female,2028-12-03,63,69,47,54,5,40,91,No,0,54.9,Pass,Low,Active
3648,Finance,Online,33,Male,2028-12-04,41,83,74,89,4,48,73,No,0,83.3,Pass,High,At-Risk
3649,Web Dev,Offline,19,Female,2028-12-05,87,43,75,42,11,10,66,No,3,52.1,Pass,Low,Active
3650,Finance,Online,33,Male,2028-12-06,72,88,67,65,13,37,97,No,3,70.2,Pass,Low,Active
3651,Finance,Hybrid,26,Male,2028-12-07,97,82,75,63,19,40,69,No,2,70.4,Pass,Low,Active
3652,Digital Marketing,Online,18,Female,2028-12-08,58,56,93,67,24,49,71,No,4,72.6,Pass,High,At-Risk
3653,Digital Marketing,Offline,27,Male,2028-12-09,48,76,65,71,21,1,55,No,0,70.2,Pass,High,At-Risk
3654,Finance,Offline,18,Male,2028-12-10,67,35,96,27,7,3,56,No,1,49.3,Fail,High,At-Risk
3655,Finance,Offline,19,Male,2028-12-11,74,84,35,74,22,49,63,No,2,64.3,Pass,Low,Active
3656,Web Dev,Online,33,Female,2028-12-12,96,73,76,85,3,27,60,No,2,79.9,Pass,Low,Active
3657,Web Dev,Hybrid,29,Male,2028-12-13,78,47,47,96,11,32,61,No,4,71.5,Pass,Low,Active
3658,Digital Marketing,Hybrid,25,Female,2028-12-14,49,45,73,59,3,10,95,No,4,60.4,Pass,Medium,Active
3659,Data Science,Online,19,Male,2028-12-15,40,41,62,50,10,2,54,Yes,0,51.8,Pass,High,At-Risk
3660,Finance,Offline,30,Male,2028-12-16,81,49,71,67,11,39,54,Yes,2,64.6,Pass,Low,Active
3661,Web Dev,Hybrid,23,Male,2028-12-17,60,74,96,80,3,4,69,No,2,83.6,Pass,Low,Active
3662,Digital Marketing,Offline,23,Male,2028-12-18,48,93,31,71,9,20,64,No,1,63.4,Pass,High,At-Risk
3663,Web Dev,Online,26,Female,2028-12-19,99,88,90,57,18,21,75,Yes,0,73.1,Pass,Medium,Active
3664,Finance,Offline,33,Male,2028-12-20,86,51,86,55,18,36,82,No,0,63.5,Pass,Low,Active
3665,Finance,Hybrid,28,Female,2028-12-21,54,76,53,74,5,10,79,No,4,68.1,Pass,High,At-Risk
3666,HR Management,Hybrid,24,Female,2028-12-22,74,58,62,32,19,43,73,Yes,0,46.2,Fail,High,At-Risk
3667,Data Science,Offline,27,Male,2028-12-23,96,74,57,56,13,21,72,No,1,59.9,Pass,Low,Active
3668,HR Management,Online,27,Male,2028-12-24,44,38,53,66,18,40,58,No,0,56.5,Pass,High,At-Risk
3669,Digital Marketing,Offline,26,Female,2028-12-25,80,53,47,90,10,12,52,Yes,3,69.7,Pass,Low,Active
3670,Web Dev,Online,32,Female,2028-12-26,97,44,27,41,20,2,85,No,3,37.4,Fail,Medium,Active
3671,Digital Marketing,Offline,21,Male,2028-12-27,61,65,69,58,15,12,97,No,1,62.7,Pass,Low,Active
3672,Finance,Hybrid,25,Male,2028-12-28,80,42,32,77,15,27,56,No,4,56.5,Pass,Low,Active
3673,HR Management,Online,26,Male,2028-12-29,62,73,53,49,18,10,71,No,2,55.0,Pass,Low,Active
3674,HR Management,Online,30,Male,2028-12-30,46,65,26,37,3,10,63,Yes,0,39.3,Fail,High,At-Risk
3675,HR Management,Online,26,Male,2028-12-31,95,90,74,37,9,20,97,No,4,58.7,Pass,Low,Active
3676,Digital Marketing,Hybrid,21,Female,2029-01-01,62,69,89,93,6,20,78,No,4,87.0,Pass,Low,Active
3677,Finance,Offline,34,Male,2029-01-02,83,56,44,58,8,6,99,Yes,0,53.4,Pass,Low,Active
3678,Web Dev,Hybrid,33,Male,2029-01-03,64,30,76,45,23,16,65,No,2,51.3,Pass,Low,Active
3679,Web Dev,Online,32,Female,2029-01-04,66,63,61,90,17,47,97,Yes,0,75.9,Pass,Low,Active
3680,Digital Marketing,Offline,20,Male,2029-01-05,80,97,96,26,17,13,83,No,2,61.2,Pass,Low,Active
3681,HR Management,Hybrid,22,Male,2029-01-06,45,50,51,88,18,32,59,Yes,1,69.3,Pass,High,At-Risk
3682,Data Science,Online,22,Female,2029-01-07,94,62,71,84,23,10,56,No,2,75.7,Pass,Low,Active
3683,Digital Marketing,Online,32,Male,2029-01-08,73,36,30,65,8,12,74,No,4,48.7,Fail,High,At-Risk
3684,Digital Marketing,Hybrid,32,Female,2029-01-09,48,94,84,37,21,0,76,No,1,62.5,Pass,High,At-Risk
3685,Finance,Hybrid,19,Male,2029-01-10,99,32,69,32,9,33,64,No,3,43.1,Fail,High,At-Risk
3686,Web Dev,Hybrid,30,Male,2029-01-11,88,80,68,44,9,8,81,No,1,58.4,Pass,Low,Active
3687,Digital Marketing,Online,21,Male,2029-01-12,72,83,42,27,24,12,77,No,2,42.7,Fail,High,At-Risk
3688,Digital Marketing,Hybrid,27,Female,2029-01-13,90,88,89,93,12,36,58,Yes,1,90.8,Pass,Low,Active
3689,HR Management,Online,30,Female,2029-01-14,99,35,49,51,16,29,56,No,1,47.2,Fail,High,At-Risk
3690,HR Management,Hybrid,27,Female,2029-01-15,45,58,51,36,19,40,65,No,3,44.9,Fail,High,At-Risk
3691,Data Science,Online,26,Female,2029-01-16,76,46,31,98,7,44,75,No,2,67.5,Pass,Low,Active
3692,Finance,Online,25,Male,2029-01-17,70,89,68,98,23,36,84,No,4,87.2,Pass,Low,Active
3693,Data Science,Offline,20,Female,2029-01-18,73,51,53,67,13,46,66,Yes,1,59.6,Pass,Low,Active
3694,HR Management,Hybrid,33,Female,2029-01-19,80,53,68,82,16,6,72,No,0,72.0,Pass,Medium,Active
3695,Web Dev,Hybrid,31,Female,2029-01-20,68,80,60,59,24,13,57,No,4,63.5,Pass,Low,Active
3696,HR Management,Online,26,Male,2029-01-21,97,79,43,34,7,47,51,Yes,1,45.7,Fail,High,At-Risk
3697,Finance,Online,28,Male,2029-01-22,53,40,30,25,19,5,80,No,4,29.5,Fail,High,At-Risk
3698,HR Management,Online,20,Female,2029-01-23,75,85,49,82,21,33,81,No,0,72.7,Pass,Low,Active
3699,Finance,Offline,22,Female,2029-01-24,75,71,55,27,10,15,78,No,4,44.2,Fail,High,At-Risk
3700,Finance,Offline,27,Male,2029-01-25,92,68,33,51,9,36,52,Yes,4,49.0,Fail,High,At-Risk
3701,Finance,Online,30,Female,2029-01-26,54,98,98,64,15,35,57,No,0,81.0,Pass,High,At-Risk
3702,Finance,Hybrid,21,Female,2029-01-27,47,77,61,71,20,45,51,Yes,0,69.2,Pass,High,At-Risk
3703,Finance,Hybrid,30,Female,2029-01-28,65,86,51,98,20,5,80,No,0,81.5,Pass,Low,Active
3704,Web Dev,Offline,29,Female,2029-01-29,75,50,37,32,9,7,100,No,3,37.1,Fail,Medium,Active
3705,Data Science,Offline,22,Male,2029-01-30,87,49,65,43,3,23,98,No,0,50.8,Pass,Low,Active
3706,Digital Marketing,Online,27,Male,2029-01-31,60,44,90,59,5,2,86,Yes,4,65.3,Pass,Low,Active
3707,Data Science,Hybrid,26,Male,2029-02-01,67,98,48,33,7,3,69,No,0,50.5,Pass,Medium,Active
3708,Finance,Online,24,Female,2029-02-02,43,80,68,94,4,31,78,No,1,83.4,Pass,High,At-Risk
3709,Web Dev,Offline,19,Female,2029-02-03,55,91,84,89,4,0,66,Yes,0,87.9,Pass,High,At-Risk
3710,HR Management,Hybrid,24,Male,2029-02-04,61,66,33,81,20,33,59,No,0,63.6,Pass,Medium,Active
3711,Web Dev,Hybrid,25,Male,2029-02-05,51,35,26,80,12,44,90,No,2,54.8,Pass,Medium,Active
3712,Finance,Offline,24,Male,2029-02-06,55,55,80,20,11,8,71,No,4,45.0,Fail,High,At-Risk
3713,Web Dev,Online,31,Female,2029-02-07,90,37,54,85,13,11,55,Yes,4,66.1,Pass,Low,Active
3714,Web Dev,Online,22,Male,2029-02-08,79,33,46,51,15,9,92,Yes,1,45.9,Fail,Medium,Active
3715,Finance,Hybrid,29,Female,2029-02-09,77,50,99,32,19,9,83,No,3,55.7,Pass,Low,Active
3716,Web Dev,Offline,34,Female,2029-02-10,81,60,37,52,10,49,80,No,2,49.1,Fail,Medium,Active
3717,Digital Marketing,Hybrid,30,Male,2029-02-11,76,50,95,51,16,43,61,Yes,1,64.0,Pass,Low,Active
3718,Digital Marketing,Offline,19,Male,2029-02-12,68,54,40,75,4,47,61,No,1,60.3,Pass,Low,Active
3719,Web Dev,Online,30,Female,2029-02-13,57,44,69,43,24,22,65,Yes,4,51.0,Pass,High,At-Risk
3720,HR Management,Offline,24,Male,2029-02-14,49,64,89,23,12,5,74,No,2,51.0,Pass,High,At-Risk
3721,Finance,Online,27,Male,2029-02-15,81,78,35,42,11,23,71,No,4,47.1,Fail,High,At-Risk
3722,Digital Marketing,Offline,23,Female,2029-02-16,78,72,94,48,19,23,76,No,3,66.6,Pass,Low,Active
3723,HR Management,Hybrid,20,Female,2029-02-17,57,70,44,40,5,20,73,No,4,47.2,Fail,High,At-Risk
3724,Web Dev,Online,20,Female,2029-02-18,40,66,87,49,14,41,61,Yes,0,63.8,Pass,High,At-Risk
3725,HR Management,Hybrid,28,Female,2029-02-19,78,86,36,39,7,30,67,No,4,47.5,Fail,High,At-Risk
3726,Data Science,Hybrid,22,Female,2029-02-20,60,71,86,35,22,46,94,No,0,57.5,Pass,Low,Active
3727,Digital Marketing,Online,32,Male,2029-02-21,40,76,66,86,14,40,96,No,1,78.0,Pass,Medium,Active
3728,Web Dev,Online,33,Female,2029-02-22,54,90,93,68,21,29,65,No,3,79.9,Pass,High,At-Risk
3729,Finance,Hybrid,26,Female,2029-02-23,43,43,82,77,6,33,53,No,0,71.69999999999999,Pass,High,At-Risk
3730,Web Dev,Hybrid,21,Female,2029-02-24,99,97,29,63,21,17,61,Yes,3,59.6,Pass,Low,Active
3731,Finance,Hybrid,32,Male,2029-02-25,59,82,51,44,15,11,98,No,4,53.7,Pass,Medium,Active
3732,Web Dev,Hybrid,29,Female,2029-02-26,49,63,52,42,14,34,82,Yes,4,49.2,Fail,High,At-Risk
3733,HR Management,Online,20,Female,2029-02-27,62,53,50,78,15,6,71,Yes,1,64.6,Pass,Low,Active
3734,HR Management,Online,31,Female,2029-02-28,80,49,73,20,9,40,67,No,4,41.7,Fail,High,At-Risk
